date,product,category,unit_price,quantity_sold,revenue
2024-02-10,Maggi Cubes,Food,50,44,2200
2024-02-10,Ribena Juice,Beverages,250,14,3500
2024-02-10,Morning Fresh,Toiletries,1200,1,1200
2024-02-10,Cowbell Sachet,Beverages,100,31,3100
2024-02-11,Indomie Noodles,Food,150,15,2250
2024-02-11,Golden Morn,Food,800,1,800
2024-02-11,Milo Sachet,Beverages,100,13,1300
2024-02-11,Peak Milk Tin,Food,3500,2,7000
2024-02-11,Coca Cola 60cl,Beverages,300,5,1500
2024-02-11,Malta Guinness,Beverages,350,9,3150
2024-02-11,Close Up Toothpaste,Toiletries,500,1,500
2024-02-11,Omo Detergent,Toiletries,400,4,1600
2024-02-11,Vaseline Jelly,Toiletries,700,2,1400
2024-02-11,Titus Sardine,Food,900,2,1800
2024-02-11,Dangote Sugar 1kg,Food,1200,4,4800
2024-02-11,Honeywell Flour,Food,2500,1,2500
2024-02-11,Bigi Cola 60cl,Beverages,200,7,1400
2024-02-11,Always Pads,Toiletries,800,2,1600
2024-02-11,Nescafe Sachet,Beverages,150,4,600
2024-02-11,Maggi Cubes,Food,50,19,950
2024-02-11,Ribena Juice,Beverages,250,1,250
2024-02-11,Morning Fresh,Toiletries,1200,1,1200
2024-02-11,Cowbell Sachet,Beverages,100,5,500
2024-02-12,Indomie Noodles,Food,150,27,4050
2024-02-12,Golden Morn,Food,800,5,4000
2024-02-12,Milo Sachet,Beverages,100,20,2000
2024-02-12,Peak Milk Tin,Food,3500,4,14000
2024-02-12,Coca Cola 60cl,Beverages,300,17,5100
2024-02-12,Malta Guinness,Beverages,350,19,6650
2024-02-12,Close Up Toothpaste,Toiletries,500,9,4500
2024-02-12,Omo Detergent,Toiletries,400,6,2400
2024-02-12,Dettol Soap,Toiletries,600,3,1800
2024-02-12,Vaseline Jelly,Toiletries,700,3,2100
2024-02-12,Titus Sardine,Food,900,4,3600
2024-02-12,Dangote Sugar 1kg,Food,1200,12,14400
2024-02-12,Honeywell Flour,Food,2500,7,17500
2024-02-12,Bigi Cola 60cl,Beverages,200,17,3400
2024-02-12,Always Pads,Toiletries,800,6,4800
2024-02-12,Nescafe Sachet,Beverages,150,13,1950
2024-02-12,Maggi Cubes,Food,50,40,2000
2024-02-12,Ribena Juice,Beverages,250,7,1750
2024-02-12,Morning Fresh,Toiletries,1200,3,3600
2024-02-12,Cowbell Sachet,Beverages,100,21,2100
2024-02-13,Indomie Noodles,Food,150,27,4050
2024-02-13,Golden Morn,Food,800,5,4000
2024-02-13,Milo Sachet,Beverages,100,35,3500
2024-02-13,Peak Milk Tin,Food,3500,2,7000
2024-02-13,Coca Cola 60cl,Beverages,300,17,5100
2024-02-13,Malta Guinness,Beverages,350,12,4200
2024-02-13,Close Up Toothpaste,Toiletries,500,2,1000
2024-02-13,Omo Detergent,Toiletries,400,2,800
2024-02-13,Dettol Soap,Toiletries,600,4,2400
2024-02-13,Vaseline Jelly,Toiletries,700,2,1400
2024-02-13,Titus Sardine,Food,900,6,5400
2024-02-13,Dangote Sugar 1kg,Food,1200,13,15600
2024-02-13,Honeywell Flour,Food,2500,1,2500
2024-02-13,Bigi Cola 60cl,Beverages,200,7,1400
2024-02-13,Always Pads,Toiletries,800,5,4000
2024-02-13,Nescafe Sachet,Beverages,150,8,1200
2024-02-13,Maggi Cubes,Food,50,41,2050
2024-02-13,Ribena Juice,Beverages,250,14,3500
2024-02-13,Morning Fresh,Toiletries,1200,3,3600
2024-02-13,Cowbell Sachet,Beverages,100,20,2000
2024-02-14,Indomie Noodles,Food,150,33,4950
2024-02-14,Golden Morn,Food,800,6,4800
2024-02-14,Milo Sachet,Beverages,100,38,3800
2024-02-14,Peak Milk Tin,Food,3500,3,10500
2024-02-14,Coca Cola 60cl,Beverages,300,20,6000
2024-02-14,Malta Guinness,Beverages,350,16,5600
2024-02-14,Close Up Toothpaste,Toiletries,500,7,3500
2024-02-14,Omo Detergent,Toiletries,400,4,1600
2024-02-14,Dettol Soap,Toiletries,600,3,1800
2024-02-14,Vaseline Jelly,Toiletries,700,6,4200
2024-02-14,Titus Sardine,Food,900,7,6300
2024-02-14,Dangote Sugar 1kg,Food,1200,11,13200
2024-02-14,Honeywell Flour,Food,2500,3,7500
2024-02-14,Bigi Cola 60cl,Beverages,200,24,4800
2024-02-14,Always Pads,Toiletries,800,4,3200
2024-02-14,Nescafe Sachet,Beverages,150,12,1800
2024-02-14,Maggi Cubes,Food,50,39,1950
2024-02-14,Ribena Juice,Beverages,250,13,3250
2024-02-14,Morning Fresh,Toiletries,1200,1,1200
2024-02-14,Cowbell Sachet,Beverages,100,19,1900
2024-02-15,Indomie Noodles,Food,150,26,3900
2024-02-15,Golden Morn,Food,800,14,11200
2024-02-15,Milo Sachet,Beverages,100,23,2300
2024-02-15,Peak Milk Tin,Food,3500,5,17500
2024-02-15,Coca Cola 60cl,Beverages,300,15,4500
2024-02-15,Malta Guinness,Beverages,350,21,7350
2024-02-15,Close Up Toothpaste,Toiletries,500,4,2000
2024-02-15,Omo Detergent,Toiletries,400,10,4000
2024-02-15,Dettol Soap,Toiletries,600,1,600
2024-02-15,Titus Sardine,Food,900,6,5400
2024-02-15,Dangote Sugar 1kg,Food,1200,12,14400
2024-02-15,Honeywell Flour,Food,2500,5,12500
2024-02-15,Bigi Cola 60cl,Beverages,200,28,5600
2024-02-15,Always Pads,Toiletries,800,4,3200
2024-02-15,Nescafe Sachet,Beverages,150,19,2850
2024-02-15,Maggi Cubes,Food,50,35,1750
2024-02-15,Ribena Juice,Beverages,250,10,2500
2024-02-15,Morning Fresh,Toiletries,1200,1,1200
2024-02-15,Cowbell Sachet,Beverages,100,26,2600
2024-02-16,Indomie Noodles,Food,150,18,2700
2024-02-16,Golden Morn,Food,800,7,5600
2024-02-16,Milo Sachet,Beverages,100,43,4300
2024-02-16,Peak Milk Tin,Food,3500,3,10500
2024-02-16,Coca Cola 60cl,Beverages,300,22,6600
2024-02-16,Malta Guinness,Beverages,350,12,4200
2024-02-16,Close Up Toothpaste,Toiletries,500,9,4500
2024-02-16,Omo Detergent,Toiletries,400,9,3600
2024-02-16,Dettol Soap,Toiletries,600,3,1800
2024-02-16,Vaseline Jelly,Toiletries,700,7,4900
2024-02-16,Titus Sardine,Food,900,10,9000
2024-02-16,Dangote Sugar 1kg,Food,1200,6,7200
2024-02-16,Honeywell Flour,Food,2500,7,17500
2024-02-16,Bigi Cola 60cl,Beverages,200,16,3200
2024-02-16,Always Pads,Toiletries,800,6,4800
2024-02-16,Nescafe Sachet,Beverages,150,5,750
2024-02-16,Maggi Cubes,Food,50,40,2000
2024-02-16,Ribena Juice,Beverages,250,9,2250
2024-02-16,Morning Fresh,Toiletries,1200,1,1200
2024-02-16,Cowbell Sachet,Beverages,100,14,1400
2024-02-17,Indomie Noodles,Food,150,19,2850
2024-02-17,Golden Morn,Food,800,4,3200
2024-02-17,Milo Sachet,Beverages,100,23,2300
2024-02-17,Peak Milk Tin,Food,3500,3,10500
2024-02-17,Coca Cola 60cl,Beverages,300,14,4200
2024-02-17,Malta Guinness,Beverages,350,12,4200
2024-02-17,Close Up Toothpaste,Toiletries,500,6,3000
2024-02-17,Omo Detergent,Toiletries,400,8,3200
2024-02-17,Dettol Soap,Toiletries,600,5,3000
2024-02-17,Vaseline Jelly,Toiletries,700,4,2800
2024-02-17,Titus Sardine,Food,900,2,1800
2024-02-17,Dangote Sugar 1kg,Food,1200,11,13200
2024-02-17,Honeywell Flour,Food,2500,5,12500
2024-02-17,Bigi Cola 60cl,Beverages,200,18,3600
2024-02-17,Always Pads,Toiletries,800,6,4800
2024-02-17,Nescafe Sachet,Beverages,150,14,2100
2024-02-17,Maggi Cubes,Food,50,48,2400
2024-02-17,Ribena Juice,Beverages,250,13,3250
2024-02-17,Morning Fresh,Toiletries,1200,2,2400
2024-02-17,Cowbell Sachet,Beverages,100,15,1500
2024-02-18,Indomie Noodles,Food,150,8,1200
2024-02-18,Golden Morn,Food,800,1,800
2024-02-18,Milo Sachet,Beverages,100,11,1100
2024-02-18,Coca Cola 60cl,Beverages,300,8,2400
2024-02-18,Malta Guinness,Beverages,350,5,1750
2024-02-18,Close Up Toothpaste,Toiletries,500,3,1500
2024-02-18,Omo Detergent,Toiletries,400,1,400
2024-02-18,Dettol Soap,Toiletries,600,1,600
2024-02-18,Vaseline Jelly,Toiletries,700,1,700
2024-02-18,Titus Sardine,Food,900,2,1800
2024-02-18,Dangote Sugar 1kg,Food,1200,6,7200
2024-02-18,Honeywell Flour,Food,2500,1,2500
2024-02-18,Bigi Cola 60cl,Beverages,200,9,1800
2024-02-18,Always Pads,Toiletries,800,2,1600
2024-02-18,Nescafe Sachet,Beverages,150,10,1500
2024-02-18,Maggi Cubes,Food,50,15,750
2024-02-18,Ribena Juice,Beverages,250,6,1500
2024-02-18,Morning Fresh,Toiletries,1200,3,3600
2024-02-18,Cowbell Sachet,Beverages,100,10,1000
2024-02-19,Indomie Noodles,Food,150,35,5250
2024-02-19,Golden Morn,Food,800,6,4800
2024-02-19,Milo Sachet,Beverages,100,32,3200
2024-02-19,Peak Milk Tin,Food,3500,4,14000
2024-02-19,Coca Cola 60cl,Beverages,300,11,3300
2024-02-19,Malta Guinness,Beverages,350,12,4200
2024-02-19,Close Up Toothpaste,Toiletries,500,9,4500
2024-02-19,Omo Detergent,Toiletries,400,5,2000
2024-02-19,Dettol Soap,Toiletries,600,9,5400
2024-02-19,Vaseline Jelly,Toiletries,700,3,2100
2024-02-19,Titus Sardine,Food,900,10,9000
2024-02-19,Dangote Sugar 1kg,Food,1200,10,12000
2024-02-19,Honeywell Flour,Food,2500,3,7500
2024-02-19,Bigi Cola 60cl,Beverages,200,18,3600
2024-02-19,Always Pads,Toiletries,800,9,7200
2024-02-19,Nescafe Sachet,Beverages,150,14,2100
2024-02-19,Maggi Cubes,Food,50,39,1950
2024-02-19,Ribena Juice,Beverages,250,12,3000
2024-02-19,Morning Fresh,Toiletries,1200,2,2400
2024-02-19,Cowbell Sachet,Beverages,100,25,2500
2024-02-20,Indomie Noodles,Food,150,17,2550
2024-02-20,Golden Morn,Food,800,8,6400
2024-02-20,Milo Sachet,Beverages,100,29,2900
2024-02-20,Peak Milk Tin,Food,3500,10,35000
2024-02-20,Coca Cola 60cl,Beverages,300,22,6600
2024-02-20,Malta Guinness,Beverages,350,20,7000
2024-02-20,Close Up Toothpaste,Toiletries,500,5,2500
2024-02-20,Omo Detergent,Toiletries,400,6,2400
2024-02-20,Dettol Soap,Toiletries,600,4,2400
2024-02-20,Vaseline Jelly,Toiletries,700,5,3500
2024-02-20,Titus Sardine,Food,900,7,6300
2024-02-20,Dangote Sugar 1kg,Food,1200,11,13200
2024-02-20,Honeywell Flour,Food,2500,4,10000
2024-02-20,Bigi Cola 60cl,Beverages,200,13,2600
2024-02-20,Always Pads,Toiletries,800,5,4000
2024-02-20,Nescafe Sachet,Beverages,150,23,3450
2024-02-20,Maggi Cubes,Food,50,29,1450
2024-02-20,Ribena Juice,Beverages,250,9,2250
2024-02-20,Morning Fresh,Toiletries,1200,1,1200
2024-02-20,Cowbell Sachet,Beverages,100,22,2200
2024-02-21,Indomie Noodles,Food,150,28,4200
2024-02-21,Golden Morn,Food,800,6,4800
2024-02-21,Milo Sachet,Beverages,100,21,2100
2024-02-21,Peak Milk Tin,Food,3500,4,14000
2024-02-21,Coca Cola 60cl,Beverages,300,18,5400
2024-02-21,Malta Guinness,Beverages,350,16,5600
2024-02-21,Close Up Toothpaste,Toiletries,500,6,3000
2024-02-21,Omo Detergent,Toiletries,400,8,3200
2024-02-21,Dettol Soap,Toiletries,600,4,2400
2024-02-21,Vaseline Jelly,Toiletries,700,3,2100
2024-02-21,Titus Sardine,Food,900,6,5400
2024-02-21,Dangote Sugar 1kg,Food,1200,10,12000
2024-02-21,Honeywell Flour,Food,2500,3,7500
2024-02-21,Bigi Cola 60cl,Beverages,200,12,2400
2024-02-21,Always Pads,Toiletries,800,7,5600
2024-02-21,Nescafe Sachet,Beverages,150,7,1050
2024-02-21,Maggi Cubes,Food,50,44,2200
2024-02-21,Ribena Juice,Beverages,250,6,1500
2024-02-21,Morning Fresh,Toiletries,1200,2,2400
2024-02-21,Cowbell Sachet,Beverages,100,25,2500
2024-02-22,Indomie Noodles,Food,150,27,4050
2024-02-22,Golden Morn,Food,800,10,8000
2024-02-22,Milo Sachet,Beverages,100,27,2700
2024-02-22,Peak Milk Tin,Food,3500,1,3500
2024-02-22,Coca Cola 60cl,Beverages,300,26,7800
2024-02-22,Malta Guinness,Beverages,350,17,5950
2024-02-22,Close Up Toothpaste,Toiletries,500,7,3500
2024-02-22,Omo Detergent,Toiletries,400,13,5200
2024-02-22,Dettol Soap,Toiletries,600,3,1800
2024-02-22,Vaseline Jelly,Toiletries,700,2,1400
2024-02-22,Titus Sardine,Food,900,8,7200
2024-02-22,Dangote Sugar 1kg,Food,1200,11,13200
2024-02-22,Honeywell Flour,Food,2500,5,12500
2024-02-22,Bigi Cola 60cl,Beverages,200,12,2400
2024-02-22,Always Pads,Toiletries,800,7,5600
2024-02-22,Nescafe Sachet,Beverages,150,13,1950
2024-02-22,Maggi Cubes,Food,50,31,1550
2024-02-22,Ribena Juice,Beverages,250,10,2500
2024-02-22,Morning Fresh,Toiletries,1200,2,2400
2024-02-22,Cowbell Sachet,Beverages,100,14,1400
2024-02-23,Indomie Noodles,Food,150,24,3600
2024-02-23,Golden Morn,Food,800,14,11200
2024-02-23,Milo Sachet,Beverages,100,31,3100
2024-02-23,Peak Milk Tin,Food,3500,3,10500
2024-02-23,Coca Cola 60cl,Beverages,300,25,7500
2024-02-23,Malta Guinness,Beverages,350,11,3850
2024-02-23,Close Up Toothpaste,Toiletries,500,5,2500
2024-02-23,Omo Detergent,Toiletries,400,3,1200
2024-02-23,Dettol Soap,Toiletries,600,1,600
2024-02-23,Vaseline Jelly,Toiletries,700,3,2100
2024-02-23,Titus Sardine,Food,900,6,5400
2024-02-23,Dangote Sugar 1kg,Food,1200,11,13200
2024-02-23,Honeywell Flour,Food,2500,3,7500
2024-02-23,Bigi Cola 60cl,Beverages,200,10,2000
2024-02-23,Always Pads,Toiletries,800,3,2400
2024-02-23,Nescafe Sachet,Beverages,150,7,1050
2024-02-23,Maggi Cubes,Food,50,48,2400
2024-02-23,Ribena Juice,Beverages,250,7,1750
2024-02-23,Cowbell Sachet,Beverages,100,24,2400
2024-02-24,Indomie Noodles,Food,150,29,4350
2024-02-24,Golden Morn,Food,800,7,5600
2024-02-24,Milo Sachet,Beverages,100,35,3500
2024-02-24,Peak Milk Tin,Food,3500,5,17500
2024-02-24,Coca Cola 60cl,Beverages,300,21,6300
2024-02-24,Malta Guinness,Beverages,350,12,4200
2024-02-24,Close Up Toothpaste,Toiletries,500,2,1000
2024-02-24,Omo Detergent,Toiletries,400,1,400
2024-02-24,Dettol Soap,Toiletries,600,4,2400
2024-02-24,Vaseline Jelly,Toiletries,700,1,700
2024-02-24,Titus Sardine,Food,900,5,4500
2024-02-24,Dangote Sugar 1kg,Food,1200,14,16800
2024-02-24,Honeywell Flour,Food,2500,5,12500
2024-02-24,Bigi Cola 60cl,Beverages,200,9,1800
2024-02-24,Always Pads,Toiletries,800,3,2400
2024-02-24,Nescafe Sachet,Beverages,150,6,900
2024-02-24,Maggi Cubes,Food,50,34,1700
2024-02-24,Ribena Juice,Beverages,250,6,1500
2024-02-24,Morning Fresh,Toiletries,1200,3,3600
2024-02-24,Cowbell Sachet,Beverages,100,30,3000
2024-02-25,Indomie Noodles,Food,150,14,2100
2024-02-25,Golden Morn,Food,800,1,800
2024-02-25,Milo Sachet,Beverages,100,4,400
2024-02-25,Peak Milk Tin,Food,3500,3,10500
2024-02-25,Coca Cola 60cl,Beverages,300,10,3000
2024-02-25,Malta Guinness,Beverages,350,2,700
2024-02-25,Close Up Toothpaste,Toiletries,500,6,3000
2024-02-25,Omo Detergent,Toiletries,400,2,800
2024-02-25,Dettol Soap,Toiletries,600,3,1800
2024-02-25,Vaseline Jelly,Toiletries,700,1,700
2024-02-25,Titus Sardine,Food,900,1,900
2024-02-25,Dangote Sugar 1kg,Food,1200,5,6000
2024-02-25,Honeywell Flour,Food,2500,1,2500
2024-02-25,Bigi Cola 60cl,Beverages,200,7,1400
2024-02-25,Always Pads,Toiletries,800,4,3200
2024-02-25,Nescafe Sachet,Beverages,150,2,300
2024-02-25,Maggi Cubes,Food,50,15,750
2024-02-25,Ribena Juice,Beverages,250,3,750
2024-02-25,Morning Fresh,Toiletries,1200,5,6000
2024-02-25,Cowbell Sachet,Beverages,100,11,1100
2024-02-26,Indomie Noodles,Food,150,19,2850
2024-02-26,Golden Morn,Food,800,11,8800
2024-02-26,Milo Sachet,Beverages,100,29,2900
2024-02-26,Peak Milk Tin,Food,3500,1,3500
2024-02-26,Coca Cola 60cl,Beverages,300,15,4500
2024-02-26,Malta Guinness,Beverages,350,12,4200
2024-02-26,Close Up Toothpaste,Toiletries,500,4,2000
2024-02-26,Omo Detergent,Toiletries,400,7,2800
2024-02-26,Dettol Soap,Toiletries,600,4,2400
2024-02-26,Vaseline Jelly,Toiletries,700,3,2100
2024-02-26,Titus Sardine,Food,900,5,4500
2024-02-26,Dangote Sugar 1kg,Food,1200,4,4800
2024-02-26,Honeywell Flour,Food,2500,1,2500
2024-02-26,Bigi Cola 60cl,Beverages,200,20,4000
2024-02-26,Always Pads,Toiletries,800,10,8000
2024-02-26,Nescafe Sachet,Beverages,150,13,1950
2024-02-26,Maggi Cubes,Food,50,45,2250
2024-02-26,Ribena Juice,Beverages,250,9,2250
2024-02-26,Morning Fresh,Toiletries,1200,3,3600
2024-02-26,Cowbell Sachet,Beverages,100,18,1800
2024-02-27,Indomie Noodles,Food,150,28,4200
2024-02-27,Golden Morn,Food,800,3,2400
2024-02-27,Milo Sachet,Beverages,100,25,2500
2024-02-27,Peak Milk Tin,Food,3500,5,17500
2024-02-27,Coca Cola 60cl,Beverages,300,19,5700
2024-02-27,Malta Guinness,Beverages,350,15,5250
2024-02-27,Close Up Toothpaste,Toiletries,500,3,1500
2024-02-27,Omo Detergent,Toiletries,400,6,2400
2024-02-27,Dettol Soap,Toiletries,600,6,3600
2024-02-27,Vaseline Jelly,Toiletries,700,1,700
2024-02-27,Titus Sardine,Food,900,6,5400
2024-02-27,Dangote Sugar 1kg,Food,1200,7,8400
2024-02-27,Honeywell Flour,Food,2500,7,17500
2024-02-27,Bigi Cola 60cl,Beverages,200,17,3400
2024-02-27,Always Pads,Toiletries,800,7,5600
2024-02-27,Nescafe Sachet,Beverages,150,14,2100
2024-02-27,Maggi Cubes,Food,50,54,2700
2024-02-27,Ribena Juice,Beverages,250,8,2000
2024-02-27,Morning Fresh,Toiletries,1200,3,3600
2024-02-27,Cowbell Sachet,Beverages,100,16,1600
2024-02-28,Indomie Noodles,Food,150,32,4800
2024-02-28,Golden Morn,Food,800,3,2400
2024-02-28,Milo Sachet,Beverages,100,39,3900
2024-02-28,Coca Cola 60cl,Beverages,300,20,6000
2024-02-28,Malta Guinness,Beverages,350,16,5600
2024-02-28,Close Up Toothpaste,Toiletries,500,3,1500
2024-02-28,Omo Detergent,Toiletries,400,10,4000
2024-02-28,Dettol Soap,Toiletries,600,5,3000
2024-02-28,Vaseline Jelly,Toiletries,700,3,2100
2024-02-28,Titus Sardine,Food,900,5,4500
2024-02-28,Dangote Sugar 1kg,Food,1200,10,12000
2024-02-28,Honeywell Flour,Food,2500,7,17500
2024-02-28,Bigi Cola 60cl,Beverages,200,15,3000
2024-02-28,Always Pads,Toiletries,800,1,800
2024-02-28,Nescafe Sachet,Beverages,150,12,1800
2024-02-28,Maggi Cubes,Food,50,42,2100
2024-02-28,Ribena Juice,Beverages,250,8,2000
2024-02-28,Morning Fresh,Toiletries,1200,1,1200
2024-02-28,Cowbell Sachet,Beverages,100,20,2000
2024-02-29,Indomie Noodles,Food,150,24,3600
2024-02-29,Golden Morn,Food,800,7,5600
2024-02-29,Milo Sachet,Beverages,100,25,2500
2024-02-29,Peak Milk Tin,Food,3500,1,3500
2024-02-29,Coca Cola 60cl,Beverages,300,19,5700
2024-02-29,Malta Guinness,Beverages,350,12,4200
2024-02-29,Close Up Toothpaste,Toiletries,500,4,2000
2024-02-29,Omo Detergent,Toiletries,400,8,3200
2024-02-29,Dettol Soap,Toiletries,600,3,1800
2024-02-29,Vaseline Jelly,Toiletries,700,3,2100
2024-02-29,Titus Sardine,Food,900,8,7200
2024-02-29,Dangote Sugar 1kg,Food,1200,16,19200
2024-02-29,Bigi Cola 60cl,Beverages,200,24,4800
2024-02-29,Always Pads,Toiletries,800,5,4000
2024-02-29,Nescafe Sachet,Beverages,150,16,2400
2024-02-29,Maggi Cubes,Food,50,41,2050
2024-02-29,Ribena Juice,Beverages,250,12,3000
2024-02-29,Morning Fresh,Toiletries,1200,3,3600
2024-02-29,Cowbell Sachet,Beverages,100,25,2500
2024-03-01,Indomie Noodles,Food,150,22,3300
2024-03-01,Golden Morn,Food,800,8,6400
2024-03-01,Milo Sachet,Beverages,100,34,3400
2024-03-01,Peak Milk Tin,Food,3500,3,10500
2024-03-01,Coca Cola 60cl,Beverages,300,17,5100
2024-03-01,Malta Guinness,Beverages,350,20,7000
2024-03-01,Close Up Toothpaste,Toiletries,500,4,2000
2024-03-01,Omo Detergent,Toiletries,400,8,3200
2024-03-01,Dettol Soap,Toiletries,600,3,1800
2024-03-01,Vaseline Jelly,Toiletries,700,2,1400
2024-03-01,Titus Sardine,Food,900,7,6300
2024-03-01,Dangote Sugar 1kg,Food,1200,14,16800
2024-03-01,Honeywell Flour,Food,2500,4,10000
2024-03-01,Bigi Cola 60cl,Beverages,200,11,2200
2024-03-01,Always Pads,Toiletries,800,3,2400
2024-03-01,Nescafe Sachet,Beverages,150,14,2100
2024-03-01,Maggi Cubes,Food,50,46,2300
2024-03-01,Ribena Juice,Beverages,250,16,4000
2024-03-01,Morning Fresh,Toiletries,1200,3,3600
2024-03-01,Cowbell Sachet,Beverages,100,20,2000
2024-03-02,Indomie Noodles,Food,150,26,3900
2024-03-02,Golden Morn,Food,800,16,12800
2024-03-02,Milo Sachet,Beverages,100,17,1700
2024-03-02,Peak Milk Tin,Food,3500,4,14000
2024-03-02,Coca Cola 60cl,Beverages,300,34,10200
2024-03-02,Malta Guinness,Beverages,350,21,7350
2024-03-02,Close Up Toothpaste,Toiletries,500,8,4000
2024-03-02,Omo Detergent,Toiletries,400,6,2400
2024-03-02,Dettol Soap,Toiletries,600,3,1800
2024-03-02,Vaseline Jelly,Toiletries,700,2,1400
2024-03-02,Titus Sardine,Food,900,6,5400
2024-03-02,Dangote Sugar 1kg,Food,1200,14,16800
2024-03-02,Bigi Cola 60cl,Beverages,200,23,4600
2024-03-02,Always Pads,Toiletries,800,5,4000
2024-03-02,Nescafe Sachet,Beverages,150,8,1200
2024-03-02,Maggi Cubes,Food,50,30,1500
2024-03-02,Ribena Juice,Beverages,250,7,1750
2024-03-02,Cowbell Sachet,Beverages,100,22,2200
2024-03-03,Indomie Noodles,Food,150,14,2100
2024-03-03,Golden Morn,Food,800,1,800
2024-03-03,Milo Sachet,Beverages,100,13,1300
2024-03-03,Coca Cola 60cl,Beverages,300,9,2700
2024-03-03,Malta Guinness,Beverages,350,3,1050
2024-03-03,Close Up Toothpaste,Toiletries,500,1,500
2024-03-03,Omo Detergent,Toiletries,400,4,1600
2024-03-03,Vaseline Jelly,Toiletries,700,3,2100
2024-03-03,Titus Sardine,Food,900,1,900
2024-03-03,Dangote Sugar 1kg,Food,1200,2,2400
2024-03-03,Honeywell Flour,Food,2500,4,10000
2024-03-03,Bigi Cola 60cl,Beverages,200,6,1200
2024-03-03,Always Pads,Toiletries,800,5,4000
2024-03-03,Nescafe Sachet,Beverages,150,10,1500
2024-03-03,Maggi Cubes,Food,50,13,650
2024-03-03,Ribena Juice,Beverages,250,5,1250
2024-03-03,Morning Fresh,Toiletries,1200,1,1200
2024-03-03,Cowbell Sachet,Beverages,100,14,1400
2024-03-04,Indomie Noodles,Food,150,21,3150
2024-03-04,Golden Morn,Food,800,10,8000
2024-03-04,Milo Sachet,Beverages,100,40,4000
2024-03-04,Peak Milk Tin,Food,3500,3,10500
2024-03-04,Coca Cola 60cl,Beverages,300,20,6000
2024-03-04,Malta Guinness,Beverages,350,9,3150
2024-03-04,Close Up Toothpaste,Toiletries,500,3,1500
2024-03-04,Omo Detergent,Toiletries,400,14,5600
2024-03-04,Dettol Soap,Toiletries,600,5,3000
2024-03-04,Vaseline Jelly,Toiletries,700,3,2100
2024-03-04,Titus Sardine,Food,900,5,4500
2024-03-04,Dangote Sugar 1kg,Food,1200,8,9600
2024-03-04,Bigi Cola 60cl,Beverages,200,19,3800
2024-03-04,Always Pads,Toiletries,800,1,800
2024-03-04,Nescafe Sachet,Beverages,150,16,2400
2024-03-04,Maggi Cubes,Food,50,28,1400
2024-03-04,Ribena Juice,Beverages,250,17,4250
2024-03-04,Morning Fresh,Toiletries,1200,3,3600
2024-03-04,Cowbell Sachet,Beverages,100,21,2100
2024-03-05,Indomie Noodles,Food,150,25,3750
2024-03-05,Golden Morn,Food,800,7,5600
2024-03-05,Milo Sachet,Beverages,100,34,3400
2024-03-05,Peak Milk Tin,Food,3500,4,14000
2024-03-05,Coca Cola 60cl,Beverages,300,19,5700
2024-03-05,Malta Guinness,Beverages,350,9,3150
2024-03-05,Close Up Toothpaste,Toiletries,500,6,3000
2024-03-05,Omo Detergent,Toiletries,400,8,3200
2024-03-05,Dettol Soap,Toiletries,600,5,3000
2024-03-05,Vaseline Jelly,Toiletries,700,3,2100
2024-03-05,Titus Sardine,Food,900,8,7200
2024-03-05,Dangote Sugar 1kg,Food,1200,12,14400
2024-03-05,Honeywell Flour,Food,2500,2,5000
2024-03-05,Bigi Cola 60cl,Beverages,200,18,3600
2024-03-05,Always Pads,Toiletries,800,6,4800
2024-03-05,Nescafe Sachet,Beverages,150,13,1950
2024-03-05,Maggi Cubes,Food,50,39,1950
2024-03-05,Ribena Juice,Beverages,250,14,3500
2024-03-05,Morning Fresh,Toiletries,1200,4,4800
2024-03-05,Cowbell Sachet,Beverages,100,12,1200
2024-03-06,Indomie Noodles,Food,150,23,3450
2024-03-06,Golden Morn,Food,800,7,5600
2024-03-06,Milo Sachet,Beverages,100,28,2800
2024-03-06,Peak Milk Tin,Food,3500,4,14000
2024-03-06,Coca Cola 60cl,Beverages,300,15,4500
2024-03-06,Malta Guinness,Beverages,350,16,5600
2024-03-06,Close Up Toothpaste,Toiletries,500,5,2500
2024-03-06,Omo Detergent,Toiletries,400,6,2400
2024-03-06,Dettol Soap,Toiletries,600,4,2400
2024-03-06,Vaseline Jelly,Toiletries,700,4,2800
2024-03-06,Titus Sardine,Food,900,12,10800
2024-03-06,Dangote Sugar 1kg,Food,1200,12,14400
2024-03-06,Honeywell Flour,Food,2500,6,15000
2024-03-06,Bigi Cola 60cl,Beverages,200,13,2600
2024-03-06,Always Pads,Toiletries,800,8,6400
2024-03-06,Nescafe Sachet,Beverages,150,7,1050
2024-03-06,Maggi Cubes,Food,50,53,2650
2024-03-06,Ribena Juice,Beverages,250,9,2250
2024-03-06,Morning Fresh,Toiletries,1200,1,1200
2024-03-06,Cowbell Sachet,Beverages,100,23,2300
2024-03-07,Indomie Noodles,Food,150,18,2700
2024-03-07,Golden Morn,Food,800,8,6400
2024-03-07,Milo Sachet,Beverages,100,31,3100
2024-03-07,Peak Milk Tin,Food,3500,2,7000
2024-03-07,Coca Cola 60cl,Beverages,300,14,4200
2024-03-07,Malta Guinness,Beverages,350,11,3850
2024-03-07,Close Up Toothpaste,Toiletries,500,5,2500
2024-03-07,Omo Detergent,Toiletries,400,7,2800
